t V 
8.1845144975463085e9 0.3541383888668454 
8.184514497591766e9 0.295034915132055 
8.1845144976503725e9 0.2412251988397492 
8.184514497723287e9 0.24151835627833898 
8.18451449781218e9 0.4735063729311231 
8.184514497908303e9 0.9923083279969153 
8.184514497926318e9 1.139331005296396 
8.18451449795634e9 1.3399426669993524 
8.184514497967739e9 1.465648324700882 
8.184514497980662e9 1.5953838485314733 
8.184514497996035e9 1.5503570963072917 
8.184514498005141e9 1.4201771462404882 
8.184514498014327e9 1.2849422176577954 
8.1845144980270405e9 1.1178379459633865 
8.184514498042316e9 0.9503751667464423 
8.184514498062481e9 0.7749290852794465 
8.18451449808592e9 0.6201993024119349 
8.184514498114953e9 0.480610115644917 
8.184514498149967e9 0.4012901612141965 
8.18451449819111e9 0.33687193708862023 
8.184514498238676e9 0.2765128635037844 
8.184514498296323e9 0.23680752649162048 
8.184514498367816e9 0.20079424232352422 
8.184514498463201e9 0.25596379905044214 
8.184514498568544e9 0.5591338427889221 
8.18451449867279e9 1.259964807061942 
8.184514498692437e9 1.473045982433833 
8.184514498709601e9 1.6570960626724676 
8.18451449872397e9 1.6159491389676204 
8.184514498732881e9 1.483363719084844 
8.1845144987417e9 1.3468746575922048 
8.18451449875398e9 1.1760989031338798 
8.184514498768602e9 1.0052759167615037 
8.184514498788028e9 0.8236475743626368 
8.184514498810462e9 0.6629724132344725 
8.184514498838193e9 0.7271185003616887 
8.1845144988714285e9 0.9271529458664286 
8.184514498910618e9 0.9919172446650191 
8.184514498924449e9 0.8753786803491268 
8.184514498942007e9 0.7323137120280242 
8.184514498962482e9 0.5976294818691684 
8.18451449899126e9 0.4583142513753223 
8.184514499025419e9 0.34516921434289005 
8.184514499069921e9 0.28158746994183675 
8.184514499125632e9 0.2261005393838137 
8.184514499200116e9 0.3862713216281295 
8.184514499285977e9 0.7444280203459641 
8.184514499376085e9 1.5006999471897502 
8.184514499396448e9 1.6906657338680449 
8.184514499400686e9 1.6826759736224348 
8.184514499408085e9 1.6056536146726785 
8.184514499413267e9 1.5271181188904654 
8.184514499421336e9 1.3994517739287728 
8.184514499429683e9 1.2758406797333808 
8.184514499442109e9 1.1140691329474453 
8.184514499456827e9 0.953854681773675 
8.184514499476098e9 0.7855934013308064 
8.184514499498598e9 0.6345390818917283 
8.184514499526547e9 0.4960945244027374 
8.184514499560303e9 0.4124066437042898 
8.1845144995992985e9 0.3480334441069297 
8.184514499646231e9 0.28517921411587227 
8.184514499704239e9 0.23683142501246063 
8.184514499779557e9 0.21079065458670868 
8.184514499876336e9 0.44014213041512934 
8.184514499971146e9 0.9143884389741894 
8.184514499990524e9 1.06546268428318 
8.184514500028609e9 1.4428692174899393 
8.184514500044923e9 1.6341901524620306 
8.184514500064093e9 1.6600576562685887 
8.184514500071996e9 1.5454428223152543 
8.184514500081156e9 1.3990820384746232 
8.184514500091904e9 1.2418776754698324 
8.184514500106297e9 1.062537496743957 
8.184514500124092e9 0.8830824450198036 
8.18451450014579e9 0.7131902739312764 
8.184514500171642e9 0.5621933692471749 
8.184514500203142e9 0.44130810123013503 
8.18451450024053e9 0.37454660430005965 
8.18451450028405e9 0.3093366134654681 
8.1845145003375225e9 0.24879057271589058 
8.184514500405132e9 0.20644336410395195 
8.184514500497998e9 0.32872259474043103 
8.184514500592918e9 0.6745425314548668 
8.184514500693699e9 1.4733051668776536 
8.1845145007097e9 1.6541685862122788 
8.184514500734139e9 1.5636112608910901 
8.184514500746838e9 1.3592962613806119 
8.1845145007591715e9 1.1680791134049286 
8.184514500773693e9 0.9817832270419032 
8.184514500787418e9 0.8474977670950774 
8.184514500811454e9 0.669784293894443 
8.184514500840104e9 0.5174398718524759 
8.184514500873372e9 0.5976767517472948 
8.184514500912481e9 0.7620020320083379 
8.184514500949857e9 0.7159004647882877 
8.1845145009721155e9 0.5883013150156544 
8.184514500995255e9 0.4751932941663453 
8.184514501029729e9 0.353630001346733 
8.184514501070474e9 0.2681052270419914 
8.184514501126401e9 0.24698625075855593 
8.184514501196049e9 0.4173754508865314 
8.18451450128166e9 0.80438835952227 
8.184514501348137e9 1.3608142992615755 
8.18451450136374e9 1.539848928603703 
8.1845145013842535e9 1.7026566717622238 
8.184514501394627e9 1.6001106757950458 
8.184514501405058e9 1.4344577014341675 
8.184514501415154e9 1.283614898673895 
8.184514501429945e9 1.092731360755376 
8.184514501446998e9 0.914146452920334 
8.184514501469192e9 0.733548990130303 
8.184514501494525e9 0.5801395575601058 
8.184514501526026e9 0.4492440846274356 
8.184514501563226e9 0.3826497150542531 
8.184514501606313e9 0.3175757896780193 
8.184514501659031e9 0.25700571809170303 
8.184514501725415e9 0.2158804666940197 
8.184514501816566e9 0.321736829144046 
8.184514501911199e9 0.663667890071439 
8.184514502011061e9 1.4532703077377678 
8.184514502020772e9 1.568393883492464 
8.18451450204664e9 1.662967028138538 
8.184514502056428e9 1.5039522071999536 
8.184514502066771e9 1.341486319814537 
8.184514502080558e9 1.152977292687769 
8.184514502097491e9 0.9637867403440856 
8.184514502118681e9 0.7789363337234761 
8.184514502143356e9 0.6174833528631412 
8.184514502173414e9 0.47581915980306544 
8.1845145022097225e9 0.40010429669548975 
8.184514502251243e9 0.33401476365368765 
8.184514502302142e9 0.27028846380653215 
8.184514502366002e9 0.2249157741586403 
8.184514502453133e9 0.3062607862735698 
8.184514502547474e9 0.6311961972616761 
8.184514502645388e9 1.3643997905177425 
8.184514502654021e9 1.4617988546038914 
8.184514502672572e9 1.6776194125289499 
8.184514502685462e9 1.7066794516850727 
8.184514502693963e9 1.5979785127133312 
8.184514502702264e9 1.4637603576311158 
8.1845145027125e9 1.3065560570660388 
8.184514502725322e9 1.1355004885586955 
8.184514502742051e9 0.9517749705190266 
8.184514502762182e9 0.7776989456489084 
8.184514502786422e9 0.6189115672393228 
8.184514502815576e9 0.48027646340719266 
8.184514502851246e9 0.40253313076586983 
8.184514502891861e9 0.3369793976779927 
8.184514502941888e9 0.27306670813639555 
8.184514503004603e9 0.22565847886894377 
8.184514503090311e9 0.3001274988795264 
8.1845145031842985e9 0.6164499770879591 
8.184514503281386e9 1.3225473669469867 
8.18451450330003e9 1.5340954675967617 
8.184514503318447e9 1.7200921546734849 
